,날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
25204,1977-12-07,108,6.4,4.5,9.0
25205,1977-12-08,108,4.9,2.7,7.8
25206,1977-12-09,108,3.1,0.4,6.4
25207,1977-12-10,108,4.7,-1.0,9.0
25208,1977-12-11,108,7.8,4.9,10.6
25209,1977-12-12,108,5.7,1.0,10.5
25210,1977-12-13,108,7.0,4.6,11.0
25211,1977-12-14,108,6.8,3.4,11.7
25212,1977-12-15,108,7.5,2.0,13.7
25213,1977-12-16,108,6.9,4.7,10.4
25214,1977-12-17,108,3.0,0.5,6.2
25215,1977-12-18,108,2.7,-2.2,6.2
25216,1977-12-19,108,-2.3,-5.1,0.9
25217,1977-12-20,108,-1.6,-4.0,1.6
25218,1977-12-21,108,-3.5,-6.2,0.1
25219,1977-12-22,108,-3.7,-7.9,1.4
25220,1977-12-23,108,-2.3,-6.3,1.1
25221,1977-12-24,108,0.4,-4.3,7.2
25222,1977-12-25,108,-6.3,-8.8,-4.1
25223,1977-12-26,108,-5.8,-9.4,-0.6
25224,1977-12-27,108,-0.9,-4.5,3.3
25225,1977-12-28,108,1.4,-5.0,8.2
25226,1977-12-29,108,2.7,0.6,4.2
25227,1977-12-30,108,3.3,-0.1,6.8
25228,1977-12-31,108,3.9,1.0,5.4
25229,1978-01-01,108,0.5,-1.0,2.6
25230,1978-01-02,108,-0.9,-2.8,2.3
25231,1978-01-03,108,-3.7,-5.6,-1.4
25232,1978-01-04,108,-3.6,-5.6,-1.2
25233,1978-01-05,108,-2.6,-6.6,2.3
25234,1978-01-06,108,2.8,-2.0,7.4
25235,1978-01-07,108,1.6,-1.7,4.9
25236,1978-01-08,108,1.5,-1.9,5.6
25237,1978-01-09,108,-4.6,-7.7,-0.4
25238,1978-01-10,108,-7.1,-10.2,-3.2
25239,1978-01-11,108,-0.4,-5.5,4.2
25240,1978-01-12,108,2.0,-2.2,7.3
25241,1978-01-13,108,0.9,-2.4,4.4
25242,1978-01-14,108,2.0,-2.9,6.3
25243,1978-01-15,108,-2.8,-8.4,4.2
25244,1978-01-16,108,-7.5,-11.2,-3.8
25245,1978-01-17,108,-5.0,-9.5,0.2
25246,1978-01-18,108,-3.4,-5.8,0.2
25247,1978-01-19,108,-3.6,-6.6,0.3
25248,1978-01-20,108,-3.8,-6.7,1.2
25249,1978-01-21,108,-6.8,-9.4,-3.8
25250,1978-01-22,108,-6.2,-11.6,0.7
25251,1978-01-23,108,0.2,-5.6,6.4
25252,1978-01-24,108,1.9,-1.4,6.6
25253,1978-01-25,108,0.5,-4.1,5.4
25254,1978-01-26,108,1.1,-0.8,3.9
25255,1978-01-27,108,-3.3,-4.8,-0.8
25256,1978-01-28,108,-3.7,-7.3,0.4
25257,1978-01-29,108,-4.4,-8.7,0.0
25258,1978-01-30,108,-7.2,-11.9,-4.4
25259,1978-01-31,108,-9.5,-13.3,-4.8
25260,1978-02-01,108,-12.4,-16.0,-8.4
25261,1978-02-02,108,-9.9,-14.4,-3.7
25262,1978-02-03,108,-8.7,-12.8,-3.6
25263,1978-02-04,108,-4.3,-8.8,2.7
25264,1978-02-05,108,-0.7,-5.2,3.1
25265,1978-02-06,108,1.2,-0.8,5.8
25266,1978-02-07,108,-0.3,-3.6,2.5
25267,1978-02-08,108,0.1,-3.7,3.5
25268,1978-02-09,108,2.5,1.3,3.6
25269,1978-02-10,108,0.3,-4.2,2.3
25270,1978-02-11,108,-2.6,-5.1,0.7
25271,1978-02-12,108,-2.6,-5.9,0.8
25272,1978-02-13,108,-3.2,-6.2,0.7
25273,1978-02-14,108,-7.5,-12.0,-4.1
25274,1978-02-15,108,-10.0,-13.2,-5.5
25275,1978-02-16,108,-7.5,-12.1,-2.5
25276,1978-02-17,108,-7.0,-9.8,-2.8
25277,1978-02-18,108,-6.0,-10.9,-0.8
25278,1978-02-19,108,-2.5,-5.8,0.4
25279,1978-02-20,108,-1.0,-6.3,4.4
25280,1978-02-21,108,0.7,-3.3,5.8
25281,1978-02-22,108,0.2,-3.2,4.1
25282,1978-02-23,108,2.1,-2.1,8.0
25283,1978-02-24,108,2.1,-2.1,8.5
25284,1978-02-25,108,1.8,-2.0,7.0
25285,1978-02-26,108,1.5,-3.6,7.0
25286,1978-02-27,108,5.9,2.4,11.0
25287,1978-02-28,108,-1.7,-5.8,6.8
25288,1978-03-01,108,-2.9,-8.2,3.3
25289,1978-03-02,108,1.4,-2.6,5.6
25290,1978-03-03,108,2.8,0.8,4.2
25291,1978-03-04,108,2.3,-1.2,6.6
25292,1978-03-05,108,2.5,-3.0,8.3
25293,1978-03-06,108,6.2,-0.4,13.6
25294,1978-03-07,108,8.8,1.6,17.4
25295,1978-03-08,108,10.6,4.1,17.3
25296,1978-03-09,108,4.8,1.8,7.3
25297,1978-03-10,108,-2.1,-4.9,2.1
25298,1978-03-11,108,-3.4,-6.8,1.0
25299,1978-03-12,108,-4.0,-7.1,-0.4
25300,1978-03-13,108,-1.3,-5.6,3.3
25301,1978-03-14,108,0.6,-3.9,5.6
25302,1978-03-15,108,1.6,-2.0,5.9
25303,1978-03-16,108,3.0,-1.8,8.1
25304,1978-03-17,108,4.9,1.9,8.5
25305,1978-03-18,108,3.9,1.2,9.7
25306,1978-03-19,108,5.2,2.3,10.7
25307,1978-03-20,108,6.5,0.1,12.3
25308,1978-03-21,108,7.8,4.2,12.3
25309,1978-03-22,108,3.8,0.5,6.4
25310,1978-03-23,108,4.7,0.4,10.1
25311,1978-03-24,108,5.5,1.0,11.8
25312,1978-03-25,108,6.0,1.2,10.9
25313,1978-03-26,108,9.5,5.2,15.8
25314,1978-03-27,108,11.4,5.4,17.3
25315,1978-03-28,108,9.3,4.6,13.9
25316,1978-03-29,108,6.2,1.0,11.4
25317,1978-03-30,108,6.9,2.1,12.2
25318,1978-03-31,108,6.8,1.5,12.8
25319,1978-04-01,108,7.8,1.0,14.8
25320,1978-04-02,108,5.6,3.4,10.8
25321,1978-04-03,108,6.0,0.4,11.9
25322,1978-04-04,108,7.8,2.2,14.3
25323,1978-04-05,108,10.2,6.4,15.2
25324,1978-04-06,108,7.8,3.9,11.5
25325,1978-04-07,108,9.1,4.4,14.6
25326,1978-04-08,108,11.6,5.2,17.4
25327,1978-04-09,108,11.9,7.5,18.8
25328,1978-04-10,108,14.8,7.8,24.0
25329,1978-04-11,108,12.7,10.6,14.7
25330,1978-04-12,108,10.5,5.7,12.4
25331,1978-04-13,108,11.5,5.7,16.8
25332,1978-04-14,108,16.8,8.6,25.0
25333,1978-04-15,108,15.4,10.9,19.4
25334,1978-04-16,108,9.3,7.3,12.0
25335,1978-04-17,108,9.9,4.8,16.0
25336,1978-04-18,108,12.4,7.5,18.2
25337,1978-04-19,108,9.9,6.9,12.3
25338,1978-04-20,108,9.4,4.8,14.7
25339,1978-04-21,108,10.5,5.8,17.7
25340,1978-04-22,108,12.5,4.5,20.1
25341,1978-04-23,108,13.6,7.5,20.2
25342,1978-04-24,108,11.6,7.2,17.7
25343,1978-04-25,108,13.4,7.0,22.4
25344,1978-04-26,108,13.8,7.9,19.6
25345,1978-04-27,108,14.1,10.0,20.4
25346,1978-04-28,108,14.2,11.7,20.0
25347,1978-04-29,108,16.7,11.7,23.8
25348,1978-04-30,108,14.0,10.6,18.2
25349,1978-05-01,108,12.8,8.4,19.6
25350,1978-05-02,108,13.5,7.2,20.4
25351,1978-05-03,108,14.2,8.8,20.6
25352,1978-05-04,108,15.7,8.7,23.6
25353,1978-05-05,108,16.9,10.7,24.7
25354,1978-05-06,108,18.7,11.8,25.9
25355,1978-05-07,108,18.2,11.7,25.5
25356,1978-05-08,108,17.3,11.1,24.7
25357,1978-05-09,108,15.5,12.4,21.6
25358,1978-05-10,108,13.5,9.3,19.1
25359,1978-05-11,108,14.6,7.6,22.1
25360,1978-05-12,108,18.4,11.3,27.6
25361,1978-05-13,108,20.6,13.2,28.0
25362,1978-05-14,108,21.6,13.6,28.9
25363,1978-05-15,108,21.4,14.7,29.2
25364,1978-05-16,108,22.6,14.7,29.7
25365,1978-05-17,108,23.2,18.1,29.7
25366,1978-05-18,108,17.7,13.6,20.7
25367,1978-05-19,108,16.1,12.7,20.6
25368,1978-05-20,108,14.2,12.2,17.6
25369,1978-05-21,108,18.2,13.6,25.7
25370,1978-05-22,108,21.8,14.5,29.1
25371,1978-05-23,108,22.5,16.2,28.2
25372,1978-05-24,108,22.0,17.4,27.6
25373,1978-05-25,108,22.5,16.6,27.8
25374,1978-05-26,108,22.2,16.8,28.4
25375,1978-05-27,108,21.0,16.8,28.0
25376,1978-05-28,108,21.4,16.5,29.8
25377,1978-05-29,108,19.7,14.4,26.8
25378,1978-05-30,108,17.1,11.1,23.1
25379,1978-05-31,108,18.4,13.4,24.8
25380,1978-06-01,108,18.5,12.5,26.0
25381,1978-06-02,108,19.6,13.6,25.6
25382,1978-06-03,108,19.4,16.3,24.8
25383,1978-06-04,108,18.5,13.4,25.8
25384,1978-06-05,108,16.2,13.4,21.9
25385,1978-06-06,108,17.8,13.8,25.3
25386,1978-06-07,108,20.8,14.0,28.6
25387,1978-06-08,108,22.7,17.7,28.9
25388,1978-06-09,108,22.7,17.8,29.6
25389,1978-06-10,108,23.4,20.1,28.8
25390,1978-06-11,108,22.4,18.7,26.4
25391,1978-06-12,108,22.2,18.6,28.2
25392,1978-06-13,108,23.6,19.0,29.4
25393,1978-06-14,108,20.7,19.0,22.8
25394,1978-06-15,108,21.8,18.4,26.3
25395,1978-06-16,108,23.6,17.4,30.2
25396,1978-06-17,108,24.4,20.2,30.1
25397,1978-06-18,108,21.7,19.2,25.2
25398,1978-06-19,108,23.3,18.8,29.6
25399,1978-06-20,108,23.6,20.8,28.6
25400,1978-06-21,108,22.5,19.6,25.6
25401,1978-06-22,108,23.2,19.0,29.4
25402,1978-06-23,108,23.6,19.2,30.6
25403,1978-06-24,108,24.8,19.4,30.7
25404,1978-06-25,108,21.2,19.6,23.5
25405,1978-06-26,108,23.3,22.2,24.4
25406,1978-06-27,108,21.7,19.8,24.8
25407,1978-06-28,108,23.1,19.8,26.6
25408,1978-06-29,108,22.8,21.4,24.5
25409,1978-06-30,108,22.9,22.4,24.9
25410,1978-07-01,108,25.3,21.3,29.4
25411,1978-07-02,108,24.4,22.6,26.3
25412,1978-07-03,108,26.3,22.4,28.4
25413,1978-07-04,108,25.3,21.6,30.4
25414,1978-07-05,108,24.8,22.2,28.6
25415,1978-07-06,108,24.9,22.6,26.8
25416,1978-07-07,108,24.7,22.2,28.6
25417,1978-07-08,108,26.3,23.8,29.6
25418,1978-07-09,108,24.5,22.6,26.3
25419,1978-07-10,108,23.7,21.8,27.6
25420,1978-07-11,108,23.4,21.6,25.0
25421,1978-07-12,108,22.1,18.2,27.2
25422,1978-07-13,108,24.5,19.5,28.6
25423,1978-07-14,108,25.9,24.0,28.6
25424,1978-07-15,108,25.6,24.6,27.3
25425,1978-07-16,108,24.5,22.6,27.6
25426,1978-07-17,108,24.4,22.2,27.6
25427,1978-07-18,108,25.6,22.9,29.2
25428,1978-07-19,108,23.8,21.6,27.8
25429,1978-07-20,108,26.0,23.0,30.6
25430,1978-07-21,108,27.5,24.0,31.5
25431,1978-07-22,108,28.8,23.8,33.8
25432,1978-07-23,108,28.8,26.0,32.8
25433,1978-07-24,108,28.7,25.0,33.4
25434,1978-07-25,108,29.1,24.4,34.8
25435,1978-07-26,108,30.3,25.5,35.0
25436,1978-07-27,108,30.6,27.1,34.8
25437,1978-07-28,108,31.0,26.8,36.1
25438,1978-07-29,108,31.6,26.2,36.0
25439,1978-07-30,108,27.1,24.9,29.4
25440,1978-07-31,108,30.3,25.8,34.8
25441,1978-08-01,108,29.5,26.4,34.4
25442,1978-08-02,108,28.2,25.9,32.6
25443,1978-08-03,108,26.3,23.4,31.8
25444,1978-08-04,108,26.5,21.4,32.4
25445,1978-08-05,108,27.8,23.5,34.2
25446,1978-08-06,108,27.9,22.7,33.9
25447,1978-08-07,108,27.8,24.4,33.3
25448,1978-08-08,108,26.5,24.0,30.1
25449,1978-08-09,108,27.2,25.0,31.1
25450,1978-08-10,108,26.9,25.6,29.9
25451,1978-08-11,108,27.2,25.0,30.1
25452,1978-08-12,108,26.6,23.9,32.4
25453,1978-08-13,108,24.5,23.6,25.8
25454,1978-08-14,108,24.9,23.8,27.1
25455,1978-08-15,108,25.4,23.4,28.1
25456,1978-08-16,108,24.2,23.3,26.8
25457,1978-08-17,108,25.8,22.2,29.6
25458,1978-08-18,108,23.8,21.6,25.8
25459,1978-08-19,108,22.5,21.7,23.3
25460,1978-08-20,108,20.2,19.4,21.8
25461,1978-08-21,108,23.2,19.2,29.0
25462,1978-08-22,108,26.0,22.1,31.6
25463,1978-08-23,108,26.5,22.5,31.7
25464,1978-08-24,108,27.4,23.5,32.1
25465,1978-08-25,108,26.5,24.6,30.1
25466,1978-08-26,108,26.5,24.5,30.7
25467,1978-08-27,108,27.9,23.4,33.2
25468,1978-08-28,108,26.6,23.8,31.6
25469,1978-08-29,108,25.3,22.8,28.4
25470,1978-08-30,108,21.4,19.8,22.8
25471,1978-08-31,108,23.2,20.0,28.4
25472,1978-09-01,108,21.8,19.4,26.5
25473,1978-09-02,108,20.9,18.8,23.7
25474,1978-09-03,108,22.1,20.2,24.8
25475,1978-09-04,108,22.1,20.5,26.0
25476,1978-09-05,108,23.8,19.8,29.2
25477,1978-09-06,108,24.7,19.8,30.6
25478,1978-09-07,108,21.5,19.8,23.8
25479,1978-09-08,108,21.5,19.4,23.9
25480,1978-09-09,108,19.5,16.3,23.6
25481,1978-09-10,108,18.2,15.4,22.4
25482,1978-09-11,108,20.2,14.0,26.6
25483,1978-09-12,108,20.8,16.3,26.6
25484,1978-09-13,108,20.3,17.8,24.8
25485,1978-09-14,108,20.3,16.6,25.2
25486,1978-09-15,108,23.4,18.9,29.7
25487,1978-09-16,108,23.3,19.7,28.1
25488,1978-09-17,108,21.7,17.4,26.7
25489,1978-09-18,108,19.2,14.8,22.3
25490,1978-09-19,108,17.3,13.6,22.5
25491,1978-09-20,108,19.0,13.4,25.8
25492,1978-09-21,108,19.0,13.5,24.6
25493,1978-09-22,108,19.0,14.1,24.8
25494,1978-09-23,108,20.3,15.5,26.4
25495,1978-09-24,108,21.0,17.4,27.3
25496,1978-09-25,108,21.3,16.4,26.7
25497,1978-09-26,108,22.4,18.5,27.8
25498,1978-09-27,108,20.8,13.8,27.8
25499,1978-09-28,108,19.6,17.3,22.4
25500,1978-09-29,108,21.0,16.3,26.6
25501,1978-09-30,108,22.2,18.8,28.0
25502,1978-10-01,108,22.1,17.0,29.2
25503,1978-10-02,108,21.6,16.8,27.2
25504,1978-10-03,108,20.6,18.0,24.2
25505,1978-10-04,108,20.9,17.9,26.6
25506,1978-10-05,108,18.8,14.5,25.0
25507,1978-10-06,108,17.3,13.1,23.0
25508,1978-10-07,108,16.5,12.5,21.9
25509,1978-10-08,108,16.4,11.6,21.3
25510,1978-10-09,108,15.3,11.0,21.0
25511,1978-10-10,108,12.3,7.0,17.4
25512,1978-10-11,108,12.2,6.7,18.0
25513,1978-10-12,108,10.3,4.2,17.1
25514,1978-10-13,108,13.4,5.2,21.0
25515,1978-10-14,108,14.5,10.4,19.6
25516,1978-10-15,108,14.4,10.5,19.4
25517,1978-10-16,108,14.0,7.3,21.7
25518,1978-10-17,108,14.7,10.2,20.5
25519,1978-10-18,108,14.2,9.2,19.7
25520,1978-10-19,108,15.8,10.6,21.8
25521,1978-10-20,108,12.7,9.3,16.6
25522,1978-10-21,108,11.5,6.0,18.1
25523,1978-10-22,108,10.1,5.2,14.8
25524,1978-10-23,108,13.2,6.9,20.0
25525,1978-10-24,108,15.9,11.7,21.5
25526,1978-10-25,108,16.6,13.0,21.8
25527,1978-10-26,108,16.5,11.2,22.2
25528,1978-10-27,108,10.7,8.3,16.3
25529,1978-10-28,108,7.5,5.8,9.2
25530,1978-10-29,108,7.5,4.4,12.6
25531,1978-10-30,108,9.8,4.3,16.4
25532,1978-10-31,108,12.0,9.2,17.1
25533,1978-11-01,108,10.0,6.2,14.6
25534,1978-11-02,108,8.9,4.5,14.4
25535,1978-11-03,108,9.1,3.6,16.3
25536,1978-11-04,108,10.0,4.7,16.8
25537,1978-11-05,108,10.4,6.0,16.2
25538,1978-11-06,108,10.2,5.8,15.6
25539,1978-11-07,108,11.5,6.0,18.2
25540,1978-11-08,108,11.7,8.8,17.2
25541,1978-11-09,108,12.8,8.7,18.0
25542,1978-11-10,108,12.5,10.4,16.0
25543,1978-11-11,108,11.0,9.4,13.6
25544,1978-11-12,108,11.9,10.0,14.4
25545,1978-11-13,108,12.5,10.4,15.1
25546,1978-11-14,108,12.5,9.8,15.2
25547,1978-11-15,108,8.8,5.2,12.2
25548,1978-11-16,108,7.6,2.5,12.3
25549,1978-11-17,108,10.2,8.0,14.6
25550,1978-11-18,108,8.0,6.0,11.8
25551,1978-11-19,108,5.2,0.8,8.6
25552,1978-11-20,108,2.1,-1.0,6.4
25553,1978-11-21,108,4.0,0.0,8.6
25554,1978-11-22,108,4.5,-1.1,10.8
25555,1978-11-23,108,5.6,0.8,11.6
25556,1978-11-24,108,7.1,0.7,14.6
25557,1978-11-25,108,9.2,6.3,14.2
25558,1978-11-26,108,7.5,3.8,11.7
25559,1978-11-27,108,2.0,-1.6,6.6
25560,1978-11-28,108,-3.1,-5.0,0.0
25561,1978-11-29,108,-0.1,-5.0,5.5
25562,1978-11-30,108,2.9,-3.2,10.0
25563,1978-12-01,108,4.3,0.2,9.6
25564,1978-12-02,108,1.6,-0.2,3.9
25565,1978-12-03,108,2.6,-1.6,7.4
25566,1978-12-04,108,4.3,-0.6,8.4
25567,1978-12-05,108,0.3,-2.6,3.2
25568,1978-12-06,108,3.0,0.1,6.8
25569,1978-12-07,108,8.1,4.1,12.8
25570,1978-12-08,108,10.9,8.7,14.6
25571,1978-12-09,108,11.2,9.1,13.6
25572,1978-12-10,108,5.8,3.0,9.1
25573,1978-12-11,108,3.0,1.1,6.2
25574,1978-12-12,108,4.1,-0.1,8.8
25575,1978-12-13,108,7.6,4.5,11.8
25576,1978-12-14,108,5.3,3.6,7.5
25577,1978-12-15,108,4.7,2.9,7.5
25578,1978-12-16,108,4.0,1.2,6.6
25579,1978-12-17,108,3.3,-1.5,6.8
25580,1978-12-18,108,-3.3,-6.4,0.1
25581,1978-12-19,108,-6.5,-8.8,-2.0
25582,1978-12-20,108,-4.6,-9.2,2.4
25583,1978-12-21,108,-4.2,-7.8,0.9
25584,1978-12-22,108,-1.7,-5.0,2.8
25585,1978-12-23,108,-1.2,-5.4,3.2
25586,1978-12-24,108,-1.1,-5.6,5.0
25587,1978-12-25,108,1.3,-1.3,3.6
25588,1978-12-26,108,3.5,-0.8,9.0
25589,1978-12-27,108,2.5,0.0,4.6
25590,1978-12-28,108,0.3,-2.6,4.8
25591,1978-12-29,108,-5.3,-8.8,-1.1
25592,1978-12-30,108,-7.2,-10.7,-2.9
25593,1978-12-31,108,-5.5,-9.4,-0.5
25594,1979-01-01,108,-3.6,-7.2,1.4
25595,1979-01-02,108,-2.1,-5.8,1.4
25596,1979-01-03,108,0.3,-2.5,2.0
25597,1979-01-04,108,3.5,1.8,6.2
25598,1979-01-05,108,3.3,0.6,7.0
25599,1979-01-06,108,2.7,-0.9,6.5
25600,1979-01-07,108,3.7,0.2,7.0
25601,1979-01-08,108,5.7,-0.6,12.1
25602,1979-01-09,108,9.8,7.3,13.4
25603,1979-01-10,108,7.4,2.8,10.4
25604,1979-01-11,108,3.3,-1.1,6.6
25605,1979-01-12,108,-0.2,-3.1,4.8
25606,1979-01-13,108,-5.4,-7.9,-3.1
25607,1979-01-14,108,-7.8,-10.9,-4.3
25608,1979-01-15,108,-6.1,-8.7,-2.2
25609,1979-01-16,108,-3.3,-8.5,2.0
25610,1979-01-17,108,1.7,-0.5,5.5
25611,1979-01-18,108,-4.5,-8.4,2.2
25612,1979-01-19,108,-6.7,-10.8,-1.5
25613,1979-01-20,108,-1.0,-5.3,4.6
25614,1979-01-21,108,-3.8,-7.1,-0.3
25615,1979-01-22,108,-2.5,-8.7,3.8
25616,1979-01-23,108,2.8,-0.2,8.5
25617,1979-01-24,108,2.8,-1.8,9.3
25618,1979-01-25,108,3.3,-1.2,7.8
25619,1979-01-26,108,6.3,3.0,10.9
25620,1979-01-27,108,4.3,-0.4,10.8
25621,1979-01-28,108,5.1,3.4,7.6
25622,1979-01-29,108,4.5,1.7,5.4
25623,1979-01-30,108,4.9,2.9,8.5
25624,1979-01-31,108,-2.0,-7.7,4.2
25625,1979-02-01,108,-10.5,-13.0,-7.6
25626,1979-02-02,108,-9.5,-13.0,-5.0
25627,1979-02-03,108,-4.9,-8.4,-1.0
25628,1979-02-04,108,-6.4,-10.2,-2.2
25629,1979-02-05,108,-3.7,-8.3,1.3
25630,1979-02-06,108,-2.2,-4.0,0.8
25631,1979-02-07,108,-1.8,-5.0,1.0
25632,1979-02-08,108,1.8,-1.4,6.8
25633,1979-02-09,108,2.1,-2.9,7.5
25634,1979-02-10,108,3.4,0.7,6.7
25635,1979-02-11,108,-0.3,-2.9,3.4
25636,1979-02-12,108,2.2,-3.2,8.6
25637,1979-02-13,108,5.7,0.0,13.6
25638,1979-02-14,108,-3.5,-6.5,1.4
25639,1979-02-15,108,-3.6,-7.8,1.4
25640,1979-02-16,108,0.5,-3.4,4.4
25641,1979-02-17,108,2.2,0.2,6.5
25642,1979-02-18,108,0.9,-2.9,5.0
25643,1979-02-19,108,5.7,0.6,11.7
25644,1979-02-20,108,6.9,2.1,12.2
25645,1979-02-21,108,11.2,7.1,17.4
25646,1979-02-22,108,8.3,5.7,11.4
25647,1979-02-23,108,3.9,1.6,6.0
25648,1979-02-24,108,3.9,1.2,6.8
25649,1979-02-25,108,3.9,2.2,6.1
25650,1979-02-26,108,3.5,0.4,8.6
25651,1979-02-27,108,0.1,-2.8,3.6
25652,1979-02-28,108,-1.8,-4.9,2.2
25653,1979-03-01,108,-1.3,-4.1,3.6
25654,1979-03-02,108,0.0,-4.0,6.1
25655,1979-03-03,108,1.1,-3.3,7.3
25656,1979-03-04,108,2.8,-1.8,9.1
25657,1979-03-05,108,3.6,0.3,7.8
25658,1979-03-06,108,4.2,2.1,7.5
25659,1979-03-07,108,4.3,0.9,10.0
25660,1979-03-08,108,5.7,0.2,12.8
25661,1979-03-09,108,6.4,2.4,11.4
25662,1979-03-10,108,9.2,6.4,13.2
25663,1979-03-11,108,6.6,2.6,11.9
25664,1979-03-12,108,4.0,1.6,8.4
25665,1979-03-13,108,5.5,1.5,10.9
25666,1979-03-14,108,5.7,3.5,10.8
25667,1979-03-15,108,6.0,1.7,12.7
25668,1979-03-16,108,6.8,1.4,13.3
25669,1979-03-17,108,2.9,0.5,6.2
25670,1979-03-18,108,4.0,-1.0,9.7
25671,1979-03-19,108,6.0,1.0,12.5
25672,1979-03-20,108,9.7,4.6,15.5
25673,1979-03-21,108,9.6,5.6,15.7
25674,1979-03-22,108,7.4,4.9,13.0
25675,1979-03-23,108,7.6,3.2,12.6
25676,1979-03-24,108,3.1,1.0,6.0
25677,1979-03-25,108,6.1,1.2,11.2
25678,1979-03-26,108,8.8,5.7,13.4
25679,1979-03-27,108,9.5,2.8,17.2
25680,1979-03-28,108,11.7,5.2,18.4
25681,1979-03-29,108,11.8,9.3,15.2
25682,1979-03-30,108,8.7,4.4,12.1
25683,1979-03-31,108,7.1,1.8,14.1
25684,1979-04-01,108,10.2,7.0,13.6
25685,1979-04-02,108,6.9,4.6,8.6
25686,1979-04-03,108,4.4,2.4,8.3
25687,1979-04-04,108,6.2,0.4,12.2
25688,1979-04-05,108,9.4,2.8,16.4
25689,1979-04-06,108,13.0,6.1,19.8
25690,1979-04-07,108,11.9,9.9,14.2
25691,1979-04-08,108,8.9,7.2,12.9
25692,1979-04-09,108,7.9,4.8,11.3
25693,1979-04-10,108,9.5,2.5,16.3
25694,1979-04-11,108,11.8,7.1,17.4
25695,1979-04-12,108,16.4,9.3,23.8
25696,1979-04-13,108,9.6,5.2,15.8
25697,1979-04-14,108,8.0,4.8,11.6
25698,1979-04-15,108,9.8,4.8,15.0
25699,1979-04-16,108,8.0,4.3,11.8
25700,1979-04-17,108,8.0,3.2,13.6
25701,1979-04-18,108,9.8,3.1,16.4
25702,1979-04-19,108,12.0,5.9,19.7
25703,1979-04-20,108,13.2,7.2,20.4
25704,1979-04-21,108,13.3,8.0,20.2
25705,1979-04-22,108,14.8,7.6,20.4
25706,1979-04-23,108,17.7,15.0,20.4
25707,1979-04-24,108,16.1,13.0,21.1
25708,1979-04-25,108,17.0,11.9,22.8
25709,1979-04-26,108,13.6,10.3,17.2
25710,1979-04-27,108,11.8,6.8,17.6
25711,1979-04-28,108,11.6,9.6,14.2
25712,1979-04-29,108,12.8,9.8,18.2
25713,1979-04-30,108,11.5,9.1,15.9
25714,1979-05-01,108,12.4,8.2,17.8
25715,1979-05-02,108,12.6,8.4,18.6
25716,1979-05-03,108,14.9,8.0,22.2
25717,1979-05-04,108,18.2,9.5,25.3
25718,1979-05-05,108,19.0,12.2,26.0
25719,1979-05-06,108,15.0,12.0,19.5
25720,1979-05-07,108,14.7,12.1,17.3
25721,1979-05-08,108,16.4,11.1,23.1
25722,1979-05-09,108,14.9,11.0,20.0
25723,1979-05-10,108,15.2,11.9,21.4
25724,1979-05-11,108,15.3,10.2,20.7
25725,1979-05-12,108,15.6,9.3,22.0
25726,1979-05-13,108,14.2,10.7,17.1
25727,1979-05-14,108,17.5,12.4,23.7
25728,1979-05-15,108,14.3,11.1,18.6
25729,1979-05-16,108,13.1,9.9,18.3
25730,1979-05-17,108,12.9,9.8,18.0
25731,1979-05-18,108,14.2,11.1,19.2
25732,1979-05-19,108,16.4,11.2,23.3
25733,1979-05-20,108,18.2,11.5,24.3
25734,1979-05-21,108,19.2,12.2,27.0
25735,1979-05-22,108,19.1,13.0,25.8
25736,1979-05-23,108,18.4,13.6,25.2
25737,1979-05-24,108,15.7,10.9,21.1
25738,1979-05-25,108,12.8,11.2,14.2
25739,1979-05-26,108,16.1,11.4,21.8
25740,1979-05-27,108,18.8,12.3,25.4
25741,1979-05-28,108,20.7,13.9,27.8
25742,1979-05-29,108,21.3,16.0,28.3
25743,1979-05-30,108,22.7,16.7,29.1
25744,1979-05-31,108,21.6,18.1,26.0
25745,1979-06-01,108,21.8,16.4,28.0
25746,1979-06-02,108,20.7,16.3,25.5
25747,1979-06-03,108,19.4,16.2,23.4
25748,1979-06-04,108,22.7,18.8,26.7
25749,1979-06-05,108,21.0,19.8,23.6
25750,1979-06-06,108,18.6,17.6,20.2
25751,1979-06-07,108,18.9,17.3,22.4
25752,1979-06-08,108,19.6,17.2,24.2
25753,1979-06-09,108,19.7,16.2,24.2
25754,1979-06-10,108,17.2,15.4,20.0
25755,1979-06-11,108,18.0,14.4,23.4
25756,1979-06-12,108,19.4,15.4,25.5
25757,1979-06-13,108,21.5,15.0,27.2
25758,1979-06-14,108,22.9,18.2,27.6
25759,1979-06-15,108,23.1,18.1,28.2
25760,1979-06-16,108,23.9,20.2,28.3
25761,1979-06-17,108,23.2,20.2,27.0
25762,1979-06-18,108,22.1,20.4,26.2
25763,1979-06-19,108,22.3,19.0,27.8
25764,1979-06-20,108,19.2,17.9,20.1
25765,1979-06-21,108,20.3,17.7,23.7
25766,1979-06-22,108,20.8,19.2,23.6
25767,1979-06-23,108,23.3,19.8,28.2
25768,1979-06-24,108,23.1,21.5,24.9
25769,1979-06-25,108,23.3,19.6,27.1
25770,1979-06-26,108,22.8,19.6,27.3
25771,1979-06-27,108,21.7,19.4,24.9
25772,1979-06-28,108,22.5,18.2,27.1
25773,1979-06-29,108,24.0,20.6,27.9
