학교명,학교급구분,설립일자,설립형태,본교분교구분,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
파주중학교,중학교,1966-12-18,사립,본교,경기도 파주시 파주읍 술이홀로 377,경기도교육청,경기도파주교육지원청,37.83304398,126.8296957
비산중학교,중학교,2006-03-01,공립,본교,경기도 안양시 동안구 평촌대로427번길 42,경기도교육청,경기도안양과천교육지원청,37.40942621,126.948075
지례초등학교,초등학교,1912-04-01,공립,본교,경상북도 김천시 지례면 장터길 15,경상북도교육청,경상북도김천교육지원청,35.98634964,128.0275035
죽산중학교,중학교,1952-04-03,공립,본교,경기도 안성시 죽산면 죽산향교길 52-9,경기도교육청,경기도안성교육지원청,37.08202849,127.4248873
거제고현중학교,중학교,1961-06-03,공립,본교,경상남도 거제시 거제중앙로7길 19,경상남도교육청,경상남도거제교육지원청,34.87766458,128.6247295
광주체육중학교,중학교,1973-03-15,공립,본교,광주광역시 북구 하서로55,광주광역시교육청,광주광역시동부교육지원청,35.18250305,126.8794162
보덕중학교,중학교,1953-03-23,공립,본교,충청북도 보은군 탄부면 삼승탄부로 843-21,충청북도교육청,충청북도보은교육지원청,36.43629365,127.8049905
의곡초등학교일부분교장,초등학교,1978-12-01,공립,분교,경상북도 경주시 산내면 거산제궁길 16,경상북도교육청,경상북도경주교육지원청,35.72117169,129.0155792
대명중학교,중학교,1990-05-01,공립,본교,서울특별시 강남구 역삼로87길 26,서울특별시교육청,서울특별시강남서초교육지원청,37.50633641,127.0609849
전남기술과학고등학교,고등학교,1979-03-09,공립,본교,전라남도 화순군 화순읍 만연로 160-25,전라남도교육청,전라남도화순교육지원청,35.07198494,126.9919092
신진초등학교,초등학교,2002-04-10,공립,본교,경상남도 진주시 신평공원길57번길 19,경상남도교육청,경상남도진주교육지원청,35.17486075,128.0664729
서울대영초등학교,초등학교,1988-04-22,공립,본교,서울특별시 영등포구 신길로23길 43,서울특별시교육청,서울특별시남부교육지원청,37.50267937,126.9063367
청주중앙여자중학교,중학교,1977-12-30,공립,본교,충청북도 청주시 청원구 율천북로 59,충청북도교육청,충청북도청주교육지원청,36.66404363,127.4778871
목포미항초등학교,초등학교,2003-03-01,공립,본교,전라남도 목포시 미항로 211,전라남도교육청,전라남도목포교육지원청,34.80130085,126.4393875
명곡초등학교,초등학교,2004-03-01,공립,본교,경상남도 창원시 의창구 우곡로159번길 22-11,경상남도교육청,경상남도창원교육지원청,35.24293744,128.6448386
서울봉래초등학교,초등학교,1895-09-18,공립,본교,서울특별시 중구 손기정로 73,서울특별시교육청,서울특별시중부교육지원청,37.55641234,126.9652506
군산동초등학교,초등학교,1950-04-07,공립,본교,전라북도 군산시 번영로 181,전라북도교육청,전라북도군산교육지원청,35.96496069,126.7381229
대전양지초등학교,초등학교,1995-09-30,공립,본교,대전광역시 대덕구 쌍청당로 45,대전광역시교육청,대전광역시동부교육지원청,36.36551971,127.4337958
초성초등학교,초등학교,1957-04-06,공립,본교,경기도 연천군 청산면 학담로 104,경기도교육청,경기도연천교육지원청,37.99816515,127.0736834
경기스마트고등학교,고등학교,1997-05-06,공립,본교,경기도 시흥시 정왕천로 404,경기도교육청,경기도시흥교육지원청,37.34323883,126.7523469
부곡중학교,중학교,1955-09-09,공립,본교,경상남도 창녕군 부곡면 부곡로 101-32,경상남도교육청,경상남도창녕교육지원청,35.43758068,128.6076948
광주도평초등학교,초등학교,2004-04-15,공립,본교,경기도 광주시 초월읍 현산로 89-16,경기도교육청,경기도광주하남교육지원청,37.39642361,127.2893901
서울관광고등학교,고등학교,1978-03-15,사립,본교,서울특별시 관악구 은천로15길 25,서울특별시교육청,서울특별시동작관악교육지원청,37.48781542,126.9437608
서울체육고등학교,고등학교,1971-03-20,공립,본교,서울특별시 송파구 강동대로 232,서울특별시교육청,서울특별시강동송파교육지원청,37.52233038,127.1298226
서울금옥초등학교,초등학교,1962-04-12,공립,본교,서울특별시 성동구 독서당로 251,서울특별시교육청,서울특별시성동광진교육지원청,37.54632146,127.0176012
조원고등학교,고등학교,2004-03-01,공립,본교,경기도 수원시 장안구 수일로233번길 15,경기도교육청,경기도수원교육지원청,37.30734419,127.0156673
온평초등학교,초등학교,1946-12-02,공립,본교,제주특별자치도 서귀포시 성산읍 일주동로 4740,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.40844659,126.8972158
능주초등학교,초등학교,1908-10-01,공립,본교,전라남도 화순군 능주면 학샘길 12,전라남도교육청,전라남도화순교육지원청,34.98816675,126.9562754
미사강변중학교,중학교,2014-07-01,공립,본교,경기도 하남시 미사강변한강로 89,경기도교육청,경기도광주하남교육지원청,37.57788767,127.1856213
한일여자고등학교,고등학교,1971-12-27,사립,본교,경상북도 김천시 한일길 11-30,경상북도교육청,경상북도김천교육지원청,36.1377533,128.0958438
신암중학교,중학교,1969-03-10,공립,본교,충청남도 예산군 신암면 신암남로 413,충청남도교육청,충청남도예산교육지원청,36.74013029,126.812764
계양고등학교,고등학교,1997-05-06,공립,본교,인천광역시 계양구 계양문화로 177,인천광역시교육청,인천광역시서부교육지원청,37.54193113,126.7438981
충주공업고등학교,고등학교,1980-03-07,공립,본교,충청북도 충주시 형설로 120,충청북도교육청,충청북도충주교육지원청,36.96556942,127.9404948
와부중학교,중학교,2002-05-06,공립,본교,경기도 남양주시 와부읍 월문천로 65,경기도교육청,경기도구리남양주교육지원청,37.58703422,127.219809
대구제일고등학교,고등학교,1968-02-21,사립,본교,대구광역시 서구 국채보상로 384,대구광역시교육청,대구광역시서부교육지원청,35.8706847,128.5738084
부산여자고등학교,고등학교,1945-10-01,공립,본교,부산광역시 사하구 낙동대로520번길 36,부산광역시교육청,부산광역시서부교육지원청,35.11150068,128.9674864
구암중학교,중학교,2004-06-07,공립,본교,서울특별시 관악구 성현로 53,서울특별시교육청,서울특별시동작관악교육지원청,37.49277532,126.948602
토평중학교,중학교,2002-02-14,공립,본교,경기도 구리시 장자대로111번길 61,경기도교육청,경기도구리남양주교육지원청,37.59005331,127.1443047
장기중학교,중학교,1949-09-15,사립,본교,경상북도 포항시 남구 장기면 읍내길 53,경상북도교육청,경상북도포항교육지원청,35.89221542,129.4927966
문산동중학교,중학교,1970-09-25,사립,본교,경기도 파주시 문산읍 독산로31번길 39,경기도교육청,경기도파주교육지원청,37.85922282,126.7806655
화북초등학교입석분교장,초등학교,1994-09-01,공립,분교,경상북도 상주시 화북면 문장로 2645,경상북도교육청,경상북도상주교육지원청,36.6380326,127.8861412
서울광남초등학교,초등학교,1990-06-07,공립,본교,서울특별시 광진구 아차산로70길 35,서울특별시교육청,서울특별시성동광진교육지원청,37.54078809,127.1006653
경희중학교,중학교,1960-04-15,사립,본교,서울특별시 동대문구 경희대로 26,서울특별시교육청,서울특별시동부교육지원청,37.59394914,127.054891
서울난곡초등학교,초등학교,1971-04-22,공립,본교,서울특별시 관악구 난곡로35길 102,서울특별시교육청,서울특별시동작관악교육지원청,37.4691282,126.9163416
신성고등학교,고등학교,1969-07-14,사립,본교,경기도 안양시 만안구 소곡로 93,경기도교육청,경기도안양과천교육지원청,37.38415457,126.918832
삼포초등학교,초등학교,1955-03-05,공립,본교,강원도 홍천군 화촌면 구룡령로 339,강원도교육청,강원도홍천교육지원청,37.75658982,127.9757306
광양마동초등학교,초등학교,2002-04-06,공립,본교,전라남도 광양시 진등6길 14,전라남도교육청,전라남도광양교육지원청,34.95549419,127.6891258
삼산고등학교,고등학교,2004-03-02,공립,본교,울산광역시 남구 돋질로339번길 13,울산광역시교육청,울산광역시강남교육지원청,35.54525692,129.3413314
덕문여자고등학교,고등학교,1986-12-30,사립,본교,부산광역시 수영구 연수로310번길 114,부산광역시교육청,부산광역시해운대교육지원청,35.16774439,129.1036484
망성초등학교,초등학교,1929-04-24,공립,본교,전라북도 익산시 망성면 여강로 903,전라북도교육청,전라북도익산교육지원청,36.12069957,127.0286424
서울양명초등학교,초등학교,1983-05-11,공립,본교,서울특별시 양천구 중앙로 204,서울특별시교육청,서울특별시강서양천교육지원청,37.51637495,126.8566349
병영상업고등학교,고등학교,1966-04-07,공립,본교,전라남도 강진군 병영면 하멜로 372,전라남도교육청,전라남도강진교육지원청,34.71314245,126.8136156
유천초등학교,초등학교,1929-09-02,공립,본교,경상북도 청도군 청도읍 유천강변길 68,경상북도교육청,경상북도청도교육지원청,35.57306921,128.7657884
상색초등학교,초등학교,1936-04-20,공립,본교,경기도 가평군 가평읍 태봉두밀로 34-31,경기도교육청,경기도가평교육지원청,37.80540353,127.4849856
대구노변초등학교,초등학교,1996-09-01,공립,본교,대구광역시 수성구 노변공원로 52,대구광역시교육청,대구광역시동부교육지원청,35.83774464,128.6976282
중동고등학교,고등학교,1906-05-10,사립,본교,서울특별시 강남구 일원로 7,서울특별시교육청,서울특별시강남서초교육지원청,37.49371459,127.0809122
포곡고등학교,고등학교,2009-05-06,공립,본교,경기도 용인시 처인구 포곡읍 포곡로210번길 26,경기도교육청,경기도용인교육지원청,37.27259121,127.2276557
장성고등학교,고등학교,1985-03-01,사립,본교,전라남도 장성군 장성읍 영천월산길 63,전라남도교육청,전라남도장성교육지원청,35.30934389,126.7981925
두암초등학교,초등학교,1986-03-01,공립,본교,광주광역시 북구 참판로 130,광주광역시교육청,광주광역시동부교육지원청,35.16947738,126.9341202
화순제일중학교,중학교,1970-03-16,공립,본교,전라남도 화순군 화순읍 칠충로 33,전라남도교육청,전라남도화순교육지원청,35.0548525,126.9747483
마산무학여자중학교,중학교,1968-01-19,사립,본교,경상남도 창원시 마산회원구 회원동33길 17,경상남도교육청,경상남도창원교육지원청,35.22305716,128.5748764
매전중학교,중학교,1971-01-25,공립,본교,경상북도 청도군 매전면 동산길 13,경상북도교육청,경상북도청도교육지원청,35.66806716,128.8527037
신수중학교,중학교,1987-05-04,공립,본교,서울특별시 마포구 신수로 49,서울특별시교육청,서울특별시서부교육지원청,37.545923,126.934132
언주중학교,중학교,1980-05-01,공립,본교,서울특별시 강남구 선릉로116길 57,서울특별시교육청,서울특별시강남서초교육지원청,37.51465316,127.0466832
노화중앙초등학교,초등학교,1972-03-08,공립,본교,전라남도 완도군 노화읍 이목25번길 49-13,전라남도교육청,전라남도완도교육지원청,34.17885268,126.5715833
아화중학교,중학교,1971-01-15,공립,본교,경상북도 경주시 서면 아화양지길 41,경상북도교육청,경상북도경주교육지원청,35.90011301,129.0472989
화령초등학교,초등학교,1921-10-24,공립,본교,경상북도 상주시 화서면 화령로 57,경상북도교육청,경상북도상주교육지원청,36.4466099,127.951894
영광여자중학교,중학교,1961-05-27,공립,본교,전라남도 영광군 영광읍 물무로3길 19,전라남도교육청,전라남도영광교육지원청,35.27881594,126.516119
양산초등학교,초등학교,2010-03-01,공립,본교,경기도 오산시 양산로 448,경기도교육청,경기도화성오산교육지원청,37.19721014,127.0321505
산양초등학교,초등학교,2001-05-01,공립,본교,경기도 용인시 기흥구 산양로 2,경기도교육청,경기도용인교육지원청,37.28379756,127.108588
대불초등학교,초등학교,1999-09-01,공립,본교,전라남도 영암군 삼호읍 대불주거6로 41,전라남도교육청,전라남도영암교육지원청,34.75709137,126.4606424
매원중학교,중학교,1989-01-26,공립,본교,경기도 수원시 영통구 매탄로 177,경기도교육청,경기도수원교육지원청,37.26661639,127.0452492
적상중학교,중학교,1969-10-14,공립,본교,전라북도 무주군 적상면 여용로 269,전라북도교육청,전라북도무주교육지원청,35.93509921,127.6565828
전남과학고등학교,고등학교,1992-03-05,공립,본교,전라남도 나주시 금천면 오강길 33,전라남도교육청,전라남도나주교육지원청,35.03306834,126.7590628
경북여자고등학교,고등학교,1926-04-15,공립,본교,대구광역시 중구 중앙대로 288,대구광역시교육청,대구광역시동부교육지원청,35.85842716,128.5922004
불로중학교,중학교,2002-03-02,공립,본교,인천광역시 서구 고산후로 363,인천광역시교육청,인천광역시서부교육지원청,37.61559293,126.6952144
정왕초등학교,초등학교,1996-01-13,공립,본교,경기도 시흥시 중심상가로 257,경기도교육청,경기도시흥교육지원청,37.34097209,126.743227
아천초등학교,초등학교,1923-11-03,공립,본교,경상북도 김천시 어모면 어모문화1길 14,경상북도교육청,경상북도김천교육지원청,36.17875562,128.11647
성의여자고등학교,고등학교,1952-03-14,사립,본교,경상북도 김천시 평화순환길 250-11,경상북도교육청,경상북도김천교육지원청,36.11961289,128.1133186
양지초등학교,초등학교,2006-05-04,공립,본교,광주광역시 북구 자라봉로63번길 16,광주광역시교육청,광주광역시동부교육지원청,35.20842044,126.8812042
삼호중앙초등학교,초등학교,1934-05-24,공립,본교,전라남도 영암군 삼호읍 중앙촌길 35,전라남도교육청,전라남도영암교육지원청,34.74745202,126.4700099
각화초등학교,초등학교,1990-03-01,공립,본교,광주광역시 북구 각화대로39번길 10,광주광역시교육청,광주광역시동부교육지원청,35.18242651,126.9357419
서울세곡초등학교,초등학교,1972-11-01,공립,본교,서울특별시 구로구 고척로33길 34,서울특별시교육청,서울특별시남부교육지원청,37.5050561,126.8491198
협신초등학교,초등학교,1954-04-01,공립,본교,강원도 홍천군 남면 시동안로 89,강원도교육청,강원도홍천교육지원청,37.59567064,127.819478
수남초등학교,초등학교,1948-03-25,공립,본교,경상남도 김해시 율하2로 183,경상남도교육청,경상남도김해교육지원청,35.17062001,128.8189478
구만초등학교,초등학교,1931-06-01,공립,본교,경상남도 고성군 구만면 영회로 1763,경상남도교육청,경상남도고성교육지원청,35.08851455,128.335541
충화초등학교,초등학교,1921-03-31,공립,본교,충청남도 부여군 충화면 팔충로 701,충청남도교육청,충청남도부여교육지원청,36.1832831,126.8142654
한전초등학교,초등학교,1957-05-11,공립,본교,강원도 양구군 양구읍 금강산로 858,강원도교육청,강원도양구교육지원청,38.14913098,128.0159854
동내초등학교,초등학교,1941-02-28,공립,본교,강원도 춘천시 동내면 동내로 131,강원도교육청,강원도춘천교육지원청,37.85129444,127.7657926
증산초등학교,초등학교,1928-06-13,공립,본교,경상북도 김천시 증산면 증산1로 29,경상북도교육청,경상북도김천교육지원청,35.90227047,128.0357072
삼계중학교,중학교,1970-03-10,공립,본교,전라북도 임실군 삼계면 삼계2길 16,전라북도교육청,전라북도임실교육지원청,35.51000699,127.2738797
소답초등학교,초등학교,1999-03-01,공립,본교,경상남도 창원시 의창구 의창대로317번길 41,경상남도교육청,경상남도창원교육지원청,35.26515855,128.6288761
의흥초등학교석산분교장,초등학교,1934-05-24,공립,분교,경상북도 군위군 고로면 삼국유사로 1314,경상북도교육청,경상북도군위교육지원청,36.17476051,128.8547222
자란초등학교,초등학교,2013-05-01,공립,본교,경기도 평택시 만세로 1886,경기도교육청,경기도평택교육지원청,37.00341476,127.0998653
어진중학교,중학교,2014-03-01,공립,본교,세종특별자치시 다솜로 10,세종특별자치시교육청,세종특별자치시교육청,36.49820157,127.2548143
강북중학교,중학교,1980-12-27,공립,본교,서울특별시 강북구 한천로150길 67,서울특별시교육청,서울특별시성북강북교육지원청,37.6449159,127.0253734
감일초등학교,초등학교,2019-09-01,공립,본교,경기도 하남시 감일백제로 45,경기도교육청,경기도광주하남교육지원청,37.50023416,127.1620609
안양덕현초등학교,초등학교,1991-09-10,공립,본교,경기도 안양시 동안구 갈산로 34,경기도교육청,경기도안양과천교육지원청,37.37549471,126.9623993
서울삼육초등학교,초등학교,1913-10-01,사립,본교,서울특별시 동대문구 회기로10길 63,서울특별시교육청,서울특별시동부교육지원청,37.5887715,127.0471713
송신초등학교,초등학교,1963-06-16,공립,본교,경기도 평택시 송월로32번길 32,경기도교육청,경기도평택교육지원청,37.07519037,127.0521302
약사초등학교,초등학교,1981-08-26,공립,본교,울산광역시 중구 화합로 478,울산광역시교육청,울산광역시강북교육지원청,35.56739903,129.3347949
대전관평중학교,중학교,2008-05-04,공립,본교,대전광역시 유성구 테크노4로 132,대전광역시교육청,대전광역시서부교육지원청,36.424095,127.3871878
남평중학교다도분교장,중학교,1967-09-08,공립,분교,전라남도 나주시 다도면 다도로 747,전라남도교육청,전라남도나주교육지원청,34.94795093,126.8282738
백운중학교,중학교,1954-10-10,공립,본교,충청북도 제천시 백운면 평동로 67,충청북도교육청,충청북도제천교육지원청,37.14280559,128.0168918
한재초등학교,초등학교,1920-09-05,공립,본교,전라남도 담양군 대전면 추성1로 217,전라남도교육청,전라남도담양교육지원청,35.27851184,126.8892583
진주봉원중학교,중학교,1984-01-30,공립,본교,경상남도 진주시 진주성로 169,경상남도교육청,경상남도진주교육지원청,35.20497214,128.0736008
산동중학교,중학교,1947-09-10,사립,본교,경상북도 영천시 화남면 천문로 1709,경상북도교육청,경상북도영천교육지원청,36.06836167,128.897874
서현고등학교,고등학교,1991-10-04,공립,본교,경기도 성남시 분당구 분당로 87,경기도교육청,경기도성남교육지원청,37.38222205,127.1240595
화성중학교,중학교,1949-05-18,사립,본교,경기도 화성시 향남읍 장짐길 4,경기도교육청,경기도화성오산교육지원청,37.13902926,126.9064904
토월초등학교,초등학교,1995-03-01,공립,본교,경기도 용인시 수지구 수지로296번길 3,경기도교육청,경기도용인교육지원청,37.32522741,127.0915836
오동초등학교,초등학교,1949-04-01,공립,본교,강원도 춘천시 신북읍 장본길 74,강원도교육청,강원도춘천교육지원청,37.95184042,127.758004
구례동중학교,중학교,1970-03-16,공립,본교,전라남도 구례군 토지면 섬진강대로 4856-10,전라남도교육청,전라남도구례교육지원청,35.19251032,127.5459373
온남초등학교,초등학교,2002-05-21,공립,본교,울산광역시 울주군 온양읍 화산발리로 734,울산광역시교육청,울산광역시강남교육지원청,35.40595715,129.2886376
심천중학교,중학교,1964-12-12,사립,본교,충청북도 영동군 심천면 초강로 143,충청북도교육청,충청북도영동교육지원청,36.22008398,127.7135686
관교중학교,중학교,1990-10-27,공립,본교,인천광역시 미추홀구 경원대로670번길 19,인천광역시교육청,인천광역시남부교육지원청,37.44425703,126.6917774
화순북면중학교,중학교,1971-03-16,공립,본교,전라남도 화순군 백아면 백아로 1198,전라남도교육청,전라남도화순교육지원청,35.16615557,127.1340919
화령고등학교,고등학교,1967-12-29,공립,본교,경상북도 상주시 화서면 중화로 2187,경상북도교육청,경상북도상주교육지원청,36.44245211,127.9458942
인천병방초등학교,초등학교,1995-09-06,공립,본교,인천광역시 계양구 병방로 2,인천광역시교육청,인천광역시서부교육지원청,37.5466581,126.7403118
장기초등학교,초등학교,1911-07-24,공립,본교,경상북도 포항시 남구 장기면 장기로 336,경상북도교육청,경상북도포항교육지원청,35.89700969,129.4943247
순천신흥초등학교,초등학교,1997-03-01,공립,본교,전라남도 순천시 장선배기길 60,전라남도교육청,전라남도순천교육지원청,34.95399932,127.528059
홍익대학교사범대학부속고등학교,고등학교,1954-04-12,사립,본교,서울특별시 성북구 성북로14가길 23,서울특별시교육청,서울특별시성북강북교육지원청,37.59366662,127.002805
광덕중학교,중학교,2008-06-05,공립,본교,경기도 안산시 상록구 광덕산3로 15,경기도교육청,경기도안산교육지원청,37.33746804,126.8460351
문수고등학교,고등학교,2002-05-06,공립,본교,울산광역시 남구 울밀로 2905,울산광역시교육청,울산광역시강남교육지원청,35.55569199,129.265401
서울동구로초등학교,초등학교,1971-04-04,공립,본교,서울특별시 구로구 구로중앙로14길 43,서울특별시교육청,서울특별시남부교육지원청,37.49407053,126.8927802
중평중학교,중학교,1990-05-06,공립,본교,서울특별시 노원구 동일로203길 87,서울특별시교육청,서울특별시북부교육지원청,37.63697638,127.0623933
노화고등학교,고등학교,1980-03-01,공립,본교,전라남도 완도군 노화읍 노화로 763-36,전라남도교육청,전라남도완도교육지원청,34.18136143,126.5776943
인천부마초등학교,초등학교,2000-03-01,공립,본교,인천광역시 부평구 안남로253번길 41,인천광역시교육청,인천광역시북부교육지원청,37.50634715,126.7058972
군산진포중학교,중학교,1916-05-21,공립,본교,전라북도 군산시 진포3길 66,전라북도교육청,전라북도군산교육지원청,35.97243982,126.7220784
동방초등학교,초등학교,1949-10-05,공립,본교,경상북도 경주시 산업로 3485-8,경상북도교육청,경상북도경주교육지원청,35.80363889,129.2619004
황성초등학교,초등학교,1949-10-05,공립,본교,경상북도 경주시 양정로287번길 12,경상북도교육청,경상북도경주교육지원청,35.85939912,129.2233132
대구장동초등학교,초등학교,2003-06-07,공립,본교,대구광역시 달서구 달구벌대로304길 112,대구광역시교육청,대구광역시남부교육지원청,35.84478484,128.5317635
서울버들초등학교,초등학교,2007-11-29,공립,본교,서울특별시 송파구 석촌호수로 81,서울특별시교육청,서울특별시강동송파교육지원청,37.51028143,127.0889992
송화초등학교,초등학교,2000-09-01,공립,본교,경기도 화성시 병점중앙로35번길 42,경기도교육청,경기도화성오산교육지원청,37.20184656,127.0396665
염산초등학교,초등학교,1926-11-01,공립,본교,전라남도 영광군 염산면 칠산로 124,전라남도교육청,전라남도영광교육지원청,35.22093525,126.3665496
매괴고등학교,고등학교,1954-07-26,사립,본교,충청북도 음성군 감곡면 매괴길 10,충청북도교육청,충청북도음성교육지원청,37.12067594,127.6406222
동국대학교사범대학부속영석고등학교,고등학교,1970-06-01,사립,본교,경기도 의정부시 시민로 363,경기도교육청,경기도의정부교육지원청,37.73587133,127.0749104
부안초등학교,초등학교,1919-04-01,공립,본교,전라북도 고창군 부안면 복분자로 806,전라북도교육청,전라북도고창교육지원청,35.51185576,126.6632169
염산초등학교낙월분교장,초등학교,1931-09-05,공립,분교,전라남도 영광군 낙월면 낙월길 70,전라남도교육청,전라남도영광교육지원청,35.20204377,126.1365216
운암고등학교,고등학교,2007-05-04,공립,본교,경기도 오산시 운천로 12,경기도교육청,경기도화성오산교육지원청,37.14383484,127.0750332
진경여자고등학교,고등학교,1971-12-27,사립,본교,전라북도 익산시 황등면 황등서로 40-92,전라북도교육청,전라북도익산교육지원청,36.00504357,126.9408324
강하중학교,중학교,1979-03-01,공립,본교,경기도 양평군 강하면 왕창부로길 74-3,경기도교육청,경기도양평교육지원청,37.48253125,127.4050751
포항원동초등학교,초등학교,2009-03-01,공립,본교,경상북도 포항시 남구 오천읍 냉천로340번길 64,경상북도교육청,경상북도포항교육지원청,35.96542504,129.401098
방림초등학교,초등학교,1937-09-01,공립,본교,강원도 평창군 방림면 방림1길 9,강원도교육청,강원도평창교육지원청,37.42832175,128.3919444
푸른꿈고등학교,고등학교,1998-11-07,사립,본교,전라북도 무주군 안성면 진성로 2312-9,전라북도교육청,전라북도무주교육지원청,35.86433064,127.6186346
율정초등학교,초등학교,2015-05-28,공립,본교,경기도 양주시 옥정동로 245-41,경기도교육청,경기도동두천양주교육지원청,37.8280661,127.0960906
서울창일초등학교,초등학교,1990-11-09,공립,본교,서울특별시 도봉구 노해로66길 84,서울특별시교육청,서울특별시북부교육지원청,37.64765764,127.0476085
운암중학교,중학교,1999-03-01,공립,본교,대구광역시 북구 구암로49길 9,대구광역시교육청,대구광역시서부교육지원청,35.93284173,128.5652002
구리여자중학교,중학교,1979-01-31,공립,본교,경기도 구리시 벌말로 168,경기도교육청,경기도구리남양주교육지원청,37.59173193,127.1514056
동구마케팅고등학교,고등학교,1942-06-17,사립,본교,서울특별시 성북구 성북로8길 71,서울특별시교육청,서울특별시성북강북교육지원청,37.59410587,127.0082153
시종초등학교,초등학교,1924-07-02,공립,본교,전라남도 영암군 시종면 내동중앙로 17,전라남도교육청,전라남도영암교육지원청,34.86770683,126.6074631
관곡초등학교,초등학교,2002-03-01,공립,본교,경기도 용인시 기흥구 관곡로 61,경기도교육청,경기도용인교육지원청,37.28322495,127.1137416
전남여자상업고등학교,고등학교,1968-04-28,사립,본교,광주광역시 북구 설죽로 433,광주광역시교육청,광주광역시동부교육지원청,35.19911446,126.8956123
탄금중학교,중학교,2003-04-16,공립,본교,충청북도 충주시 우륵로 56,충청북도교육청,충청북도충주교육지원청,36.98457662,127.9195118
봉명중학교,중학교,1986-10-24,공립,본교,충청북도 청주시 흥덕구 백봉로224번길 59,충청북도교육청,충청북도청주교육지원청,36.6468051,127.4604183
태을초등학교,초등학교,1994-10-01,공립,본교,경기도 군포시 산본로 451-49,경기도교육청,경기도군포의왕교육지원청,37.37205306,126.9263632
용면초등학교,초등학교,1933-03-19,공립,본교,전라남도 담양군 용면 추성2길 70,전라남도교육청,전라남도담양교육지원청,35.36351272,126.9900463
제원중학교,중학교,1981-03-21,공립,본교,충청남도 금산군 제원면 금강로 61,충청남도교육청,충청남도금산교육지원청,36.11216135,127.5405112
인천송원초등학교,초등학교,2013-03-01,공립,본교,인천광역시 연수구 송도과학로51번길 60,인천광역시교육청,인천광역시동부교육지원청,37.38595715,126.6692883
제천디지털전자고등학교,고등학교,1980-03-07,공립,본교,충청북도 제천시 봉양읍 팔송로 84,충청북도교육청,충청북도제천교육지원청,37.14132233,128.1156999
인천금곡초등학교,초등학교,1999-03-01,공립,본교,인천광역시 서구 완정로228번길 19,인천광역시교육청,인천광역시서부교육지원청,37.6054434,126.65061
서울선유초등학교,초등학교,2007-05-01,공립,본교,서울특별시 영등포구 선유로43가길 14,서울특별시교육청,서울특별시남부교육지원청,37.53287919,126.8927768
군자초등학교,초등학교,1923-12-13,공립,본교,경기도 시흥시 군자로 539,경기도교육청,경기도시흥교육지원청,37.34381341,126.7870847
영덕중학교,중학교,1997-01-14,공립,본교,경기도 수원시 영통구 청명로 146,경기도교육청,경기도수원교육지원청,37.25855295,127.07289
안양서초등학교,초등학교,1972-11-25,공립,본교,경기도 안양시 만안구 양화로37번길 32,경기도교육청,경기도안양과천교육지원청,37.39696022,126.911039
배문중학교,중학교,1954-05-22,사립,본교,서울특별시 용산구 효창원로 258,서울특별시교육청,서울특별시중부교육지원청,37.54991872,126.9639041
한국조형예술고등학교,고등학교,1974-03-16,공립,본교,부산광역시 남구 동명로169번길 38,부산광역시교육청,부산광역시남부교육지원청,35.12048796,129.1165597
모락중학교,중학교,2008-05-04,공립,본교,경기도 의왕시 모락로 110,경기도교육청,경기도군포의왕교육지원청,37.3680803,126.9677165
남강중학교,중학교,1971-03-29,사립,본교,서울특별시 관악구 난곡로34길 80,서울특별시교육청,서울특별시동작관악교육지원청,37.47137567,126.9249091
명호초등학교,초등학교,2009-03-01,공립,본교,부산광역시 강서구 명지오션시티2로 41,부산광역시교육청,부산광역시북부교육지원청,35.08526967,128.9004096
효림초등학교,초등학교,1984-04-06,공립,본교,부산광역시 사하구 장평로 106,부산광역시교육청,부산광역시서부교육지원청,35.07537995,128.9741021
한국외식과학고등학교,고등학교,1961-03-31,사립,본교,경기도 양주시 남면 개나리18길 1,경기도교육청,경기도동두천양주교육지원청,37.89719133,126.9798514
우정초등학교,초등학교,1936-11-01,공립,본교,경기도 화성시 우정읍 버들로 136,경기도교육청,경기도화성오산교육지원청,37.08151771,126.8003518
양남중학교,중학교,1947-11-01,공립,본교,경상북도 경주시 양남면 양남로 325-3,경상북도교육청,경상북도경주교육지원청,35.67412465,129.4607583
순창중앙초등학교,초등학교,1970-03-19,공립,본교,전라북도 순창군 순창읍 장류로 385,전라북도교육청,전라북도순창교육지원청,35.37769818,127.1445028
김천예술고등학교,고등학교,1985-12-30,사립,본교,경상북도 김천시 한일길 11-30,경상북도교육청,경상북도김천교육지원청,36.13774035,128.0958438
무선중학교,중학교,2000-03-01,공립,본교,전라남도 여수시 대통1길 29,전라남도교육청,전라남도여수교육지원청,34.77716348,127.6411765
영남중학교,중학교,1947-04-18,사립,본교,대구광역시 달서구 월곡로 300,대구광역시교육청,대구광역시남부교육지원청,35.82076999,128.5363043
경희초등학교,초등학교,1961-05-18,사립,본교,서울특별시 동대문구 경희대로 26,서울특별시교육청,서울특별시동부교육지원청,37.59394914,127.054891
문향고등학교,고등학교,1969-03-16,공립,본교,전라남도 장성군 장성읍 문화로 94,전라남도교육청,전라남도장성교육지원청,35.30341746,126.7680095
